Last_Name_Match,First_Name_Match,DCPS_Student_ID_Match,Birthdate_Match,Match_Type,School_Number,School_Name,Grade_Level,Race_Desc,Gender_Code,FRL,Cumulative_GPA,Days_Enrolled,Days_Absent,Referrals,ISSP,OSSP,iReady_Math_BY,iReady_Math_MY,iReady_MAth_EY,iReady_ELA_BY,iReady_ELA_MY,iReady_ELA_EY,Achieve_BY,Achieve_MY,Achieve_EY,Math_Course_1,Math_Grade_1,Math_Course_2,Math_Grade_2,Math_Course_3,Math_Grade_3,Math_Course_4,Math_Grade_4,English_Course_1,English_Grade_1,English_Course_2,English_Grade_2,English_Course_3,English_Grade_3,English_Course_4,English_Grade_4,Science_Course_1,Science_Grade_1,Science_Course_2,Science_Grade_2,Science_Course_3,Science_Grade_3,AFL,After_School,AmeriCorps,BTS,Gear_Up,SEP
Rivers,Keanu,10004555,05/26/2113,ID,1551,NORTHWESTERN MIDDLE SCHOOL,08,Black,F,No,,48,6,0,0,0,Below,Early,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,A,,,,,Yes,Yes,No,No,No,No
Rivers,Tory,10004556,03/02/2111,ID,0291,THE BRIDGE,10,Black,M,No,1.54,48,1,0,0,0,,,,,,,Below,Below,Below,GEO,B,,,,,,,ENG 1,F,ENG 2,F,ENG 3,F,INTENS READ,C,BIO 1,C,ENV SCI,C,,,No,No,No,Yes,No,No
Rivers,Zachariah,10004557,05/24/2118,ID,0741,LAKE FOREST ELEMENTARY SCHOOL,03,Black,M,No,,48,6,1,0,1,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 3,B,,,,,,,LANG ARTS GRADE 3,C,,,,,,,SCIENCE GRADE 3,B,,,,,No,Yes,No,No,No,Yes
Rivers,Zachariah,10004558,11/21/2113,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Black,M,No,,48,13,0,0,0,Below,Below,Below,,,,Below,Below,,MJ GRADE 8 PRE-ALG,F,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,C,,,,,Yes,Yes,No,No,No,No
Robateau,Jayden,10004559,05/26/2114,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,08,Pacific,M,No,,48,1,0,0,0,Below,Early,Early,,,,App Read,App Read,Meets,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ DE LA ESOL-READ,B,MJ LANG ARTS 3 ESOL,C,,,,,MJ COMPRE SCI 3,C,,,,,No,Yes,No,No,No,No
Roberson,Alexandria,10004560,11/03/2113,ID,2131,ARLINGTON MIDDLE SCHOOL,08,White,F,No,,48,5,0,0,0,,,,,,,App Read,App Read,App Read,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3 ADV,C,,,,,,,MJ COMPRE SCI 3 ADV,B,,,,,No,No,No,No,No,Yes
Roberson,Tyaun,10004561,04/14/2114,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,08,Black,M,No,,48,4,0,0,0,,,,,,,App Text,App Text,Meets,ALG 1 HON,C,,,,,,,MJ LANG ARTS 3 ADV,D,,,,,,,PHY SCI HON,D,,,,,No,Yes,No,No,No,No
Roberson-Turner,Jemari,10004562,11/08/2116,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,06,Black,M,No,,48,2,1,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,A,,,,,,,MJ COMPRE SCI 1,A,,,,,Yes,No,No,No,No,No
Roberts,Chedrick,10004563,08/11/2115,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,06,Black,M,No,,48,7,0,0,0,Below,Below,Early,,,,App Read,Meets,Meets,MJ GRADE 6 MATH ADV,B,,,,,,,MJ LANG ARTS 1 ADV,B,,,,,,,MJ COMPRE SCI 1 ADV,A,,,,,No,Yes,No,No,No,No
Roberts,Ian,10004564,11/25/2115,ID,2541,MAYPORT MIDDLE SCHOOL,06,White,M,No,,48,0,0,0,0,Mid,Below,Mid,,,,Exceeds,Exceeds,Exceeds,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ LANG ARTS 1 ADV,A,,,,,,,MJ COMPRE SCI 1 ADV,A,,,,,No,Yes,No,No,No,No
Roberts,Javeon,10004565,01/13/2118,ID,1542,JOHN E FORD K-8 SCHOOL,03,Black,M,No,,48,6,0,0,0,Below,Below,Below,Below,Below,Below,Below,App Read,App Read,MATH GRADE 3,S,,,,,,,LANG ARTS GRADE 3,S,,,,,,,SCIENCE GRADE 3,S,,,,,No,No,No,No,No,Yes
Roberts,Kanya,10004566,11/03/2115,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,F,No,,48,1,1,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,C,,,,,Yes,Yes,No,No,No,No
Roberts,Kenneth,10004567,11/12/2115,ID,1581,GEORGE WASHINGTON CARVER ELEM,05,Black,M,No,,48,1,1,0,1,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,C,,,,,No,Yes,No,No,No,No
Roberts,Kingston,10004568,03/24/2118,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,03,Black,M,No,,48,2,0,0,0,Mid,Mid,Mid,Late,Late,Late,Meets,Meets,Meets,MATH GRADE 3,A,,,,,,,LANG ARTS GRADE 3,A,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Roberts,Lakia,10004569,8/12/1888,ID,0291,THE BRIDGE,12,Black,F,Yes,2.02,48,9,0,0,0,,,,,,,Meets,Meets,,ALG 2,B,GEO,B,,,,,ENG 3,D,ENG 4 FL COLL PREP,B,INTENS READ,B,,,BIO 1,A,,,,,No,No,No,Yes,No,No
Roberts,Makayla,10004570,11/03/2115,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,F,No,,48,0,1,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,B,,,,,Yes,Yes,No,No,No,No
Roberts,Sean,10004571,03/21/2117,ID,0701,NORTH SHORE ELEMENTARY,03,White,M,No,,48,13,0,0,0,Early,Mid,Mid,Below,Below,Below,App Read,App Read,App Text,MATH GRADE 3,A,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Roberts,Thaneshia,10004572,05/06/2111,ID,0931,PINEDALE ELEMENTARY SCHOOL,02,Black,F,No,,48,3,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE 2,C,,,,,,,LANG ARTS GRADE 2,B,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,Yes,No,No,No
Roberts,Thomeshia,10004573,12/12/2118,ID,0931,PINEDALE ELEMENTARY SCHOOL,03,Black,F,No,,48,2,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,D,,,,,,,SCIENCE GRADE 3,B,,,,,No,Yes,No,No,No,No
Roberts,Will,10004574,02/27/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,M,No,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,D,,,,,MJ COMPRE SCI 3,C,,,,,Yes,Yes,No,No,No,No
Robertson,Alphonso,10004575,07/18/2116,ID,0931,PINEDALE ELEMENTARY SCHOOL,06,Black,M,No,,48,9,1,0,1,Below,Below,Below,Below,Below,Early,App Read,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1 ADV,B,,,,,MJ COMPRE SCI 1,C,,,,,No,Yes,No,No,No,No
Robertson,Domaniqic,10004576,11/28/2115,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Black,M,No,,48,0,0,0,0,,,Below,,,,,,App Read,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,D,,,,,MJ COMPRE SCI 1,C,,,,,No,Yes,No,No,No,No
Robertson,Elesha,10004577,03/02/2116,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,06,Black,F,No,,48,0,0,0,0,Below,Below,,,,,App Read,App Read,App Read,MJ GRADE 6 MATH ADV,A,,,,,,,MJ LANG ARTS 1 ADV,B,,,,,,,MJ COMPRE SCI 1 ADV,B,,,,,Yes,No,No,No,No,No
Robertson,Jaylyn,10004578,05/17/2115,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,07,Multi,F,No,,48,2,0,0,0,Below,,Early,,,,App Read,App Read,,MJ GRADE 7 MATH ADV,A,,,,,,,MJ LANG ARTS 2 ADV,C,,,,,,,MJ COMPRE SCI 2 ADV,A,,,,,Yes,Yes,No,No,No,No
Robertson,Joseph,10004579,11/06/2116,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,05,White,M,No,,48,0,0,0,0,Below,Early,Mid,Below,Early,Mid,App Read,App Text,Meets,MATH GRADE 5,B,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,B,,,,,No,Yes,No,No,No,No
ROBERTSON,SKYLA,10004580,05/05/2111,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,01,White,F,No,,48,0,0,0,0,Below,Below,Below,Below,Early,Early,,,,MATH GRADE 1,E,,,,,,,LANG ARTS GRADE 1,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Robertson,Tamiah,10004581,05/01/2113,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,08,Black,F,No,,48,4,2,0,1,Below,Below,Below,,,,Below,Below,,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,B,,,,,No,Yes,No,No,No,No
Robinson,Ahsharia,10004582,11/11/2116,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,05,Black,F,No,,48,2,2,0,1,Below,Below,Below,Below,Below,Below,Below,App Read,App Read,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,B,,,,,,,SCIENCE GRADE 5,C,,,,,No,Yes,Yes,No,No,No
Robinson,Andre,10004583,04/12/2114,ID,0291,THE BRIDGE,07,Black,M,No,,48,17,1,0,0,Below,,,,,,App Read,App Read,,MJ GRADE 7 MATH,F,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 2,F,,,,,MJ COMPRE SCI 2,F,,,,,No,No,No,Yes,No,No
Robinson,A'niyah,10004584,08/08/2116,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,06,Black,F,No,,48,4,4,2,0,Below,Below,,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,B,,,,,Yes,No,No,No,No,No
Robinson,Antonio,10004585,08/15/2114,ID,0291,THE BRIDGE,06,Black,M,No,,48,6,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,C,,,,,,,MJ COMPRE SCI 1,C,,,,,No,No,No,Yes,No,No
Robinson,A'rie,10004586,03/11/2111,ID,2621,ANDREW A ROBINSON ELEMENTARY SCHOOL,02,Black,F,No,,48,9,0,0,0,Early,Early,Mid,Below,Mid,Late,,,,MATH GRADE 2,A,,,,,,,LANG ARTS GRADE 2,A,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Robinson,Ariyana,10004587,06/28/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,F,No,,48,1,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,D,,,,,Yes,No,No,No,No,No
Robinson,Brady,10004588,12/04/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,M,No,,48,13,1,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 1,D,,,,,MJ COMPRE SCI 1,F,,,,,No,Yes,No,No,No,No
ROBINSON,BROOKLYNN,10004589,08/13/2111,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,01,White,F,No,,48,15,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE 1,N,,,,,,,LANG ARTS GRADE 1,N,,,,,,,,,,,,,No,No,Yes,No,No,No
Robinson,Chrin-Nyah,10004590,03/05/2114,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,08,Black,F,No,,48,3,2,2,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,D,,,,,MJ COMPRE SCI 3,C,,,,,No,Yes,No,No,No,No
Robinson,Debra,10004591,11/18/1888,ID,2851,A PHILIP RANDOLPH ACADEMIES,12,Black,F,Yes,2.75,48,8,0,0,0,,,,,,,,Exceeds,,CALCULUS HON,A,,,,,,,AP ENG LIT COMPO,B,,,,,,,,,,,,,No,No,No,No,No,Yes
Robinson,Deja,10004592,08/16/2118,ID,1061,LONG BRANCH ELEMENTARY SCHOOL,03,Black,F,No,,48,5,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,C,,,,,,,SCIENCE GRADE 3,B,,,,,No,Yes,Yes,No,No,No
Robinson,De'marion,10004593,05/28/2113,ID,0291,THE BRIDGE,08,Black,M,No,,48,3,1,0,1,Below,,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ INTENS READ (MC),F,MJ LANG ARTS 3,F,,,,,MJ COMPRE SCI 3,D,,,,,No,No,No,Yes,No,No
Robinson,Deven,10004594,05/23/2113,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,08,Black,M,No,,48,1,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ INTENS READ (MC),F,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,A,,,,,No,Yes,No,No,No,No
Robinson,Faith,10004595,01/18/2114,ID,0691,LAKE SHORE MIDDLE SCHOOL,08,Black,F,No,,48,5,1,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,B,,,,,No,Yes,No,No,No,No
Robinson,Frank,10004596,04/06/2111,ID,0701,NORTH SHORE ELEMENTARY,02,Black,M,No,,48,4,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE 2,B,,,,,,,LANG ARTS GRADE 2,B,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Robinson,Honesty,10004597,12/13/2111,ID,1691,S A HULL ELEMENTARY SCHOOL,01,Black,F,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE 1,S,,,,,,,LANG ARTS GRADE 1,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Robinson,Hunter,10004598,06/05/2114,ID,2072,J E B STUART MIDDLE SCHOOL,08,White,M,Yes,,13,10,0,0,0,Below,Below,,,,,Meets,Meets,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No
Robinson,Jacari,10004599,12/18/2114,ID,0691,LAKE SHORE MIDDLE SCHOOL,06,Black,M,No,,48,11,0,0,0,Below,Below,,,,,Below,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,B,,,,,No,Yes,No,No,No,No
Robinson,Jah'brayja,10004600,03/21/2113,ID,0291,THE BRIDGE,08,Black,F,No,,48,27,3,0,2,Below,Below,,,,,Below,Below,Below,ALG 1-A,D,,,,,,,ENG 1,F,,,,,,,PHY SCI,D,,,,,No,No,No,Yes,No,No
Robinson,Ja'karia,10004601,06/08/2116,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,F,No,,48,4,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,D,,,,,,,MJ LANG ARTS 1,D,,,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Robinson,Johnathon,10004602,06/17/2111,ID,1581,GEORGE WASHINGTON CARVER ELEM,02,Black,M,No,,48,2,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE 2,C,,,,,,,LANG ARTS GRADE 2,D,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Robinson,Jonisha,10004603,06/18/2116,ID,1542,JOHN E FORD K-8 SCHOOL,06,Black,F,No,,48,4,1,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 6 MATH,C,MJ INTENS MATH (MC),A,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,D,,,,,MJ COMPRE SCI 1,B,,,,,No,No,No,No,No,Yes
Robinson,Joshua,10004604,02/18/2116,ID,2072,J E B STUART MIDDLE SCHOOL,06,Black,M,No,,48,3,0,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH ADV,C,,,,,,,MJ LANG ARTS 1,D,,,,,,,MJ COMPRE SCI 1,D,,,,,Yes,No,No,No,No,No
Robinson,Kamyl,10004605,08/15/2111,ID,0701,NORTH SHORE ELEMENTARY,KG,Black,F,No,,48,0,0,0,0,Mid,Mid,Mid,Mid,Mid,Late,,,,MATH GRADE K,E,,,,,,,LANG ARTS GRADE K,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Robinson,Karissa,10004606,01/21/2114,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,08,Black,F,No,,48,8,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 3,B,,,,,,,MJ COMPRE SCI 3,D,,,,,Yes,No,No,No,No,No
Robinson,Ke'andre,10004607,01/02/2112,ID,0291,THE BRIDGE,09,Black,M,No,3.13,48,0,0,0,0,,,,,,,Meets,Meets,Meets,ALG 1,B,,,,,,,ENG 1,B,ENG 2,B,INTENS READ,A,,,ENV SCI,A,,,,,No,No,No,Yes,No,No
Robinson,Michelle,10004608,02/25/2115,ID,0291,THE BRIDGE,07,Black,F,No,,48,11,0,0,0,Below,Below,Below,,,,Below,App Read,Below,MJ GRADE 7 MATH,C,,,,,,,MJ CREATIVE WRIT 1,B,MJ INTENS READ (MC),D,MJ LANG ARTS 2,D,,,MJ COMPRE SCI 2,C,,,,,No,No,No,Yes,No,No
Robinson,Moya,10004609,04/15/2114,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,08,Black,F,No,,48,7,6,3,1,Below,Below,Below,,,,Below,Below,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 2,A,MJ LANG ARTS 3,C,,,MJ COMPRE SCI 3,B,,,,,No,Yes,No,No,No,No
Robinson,Promize,10004610,12/13/2111,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,01,Black,F,No,,48,3,0,0,0,Below,Mid,Mid,Mid,Early,Late,,,,MATH GRADE 1,E,,,,,,,LANG ARTS GRADE 1,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Robinson,Ranauri,10004611,07/16/2114,ID,2072,J E B STUART MIDDLE SCHOOL,08,Black,M,No,,48,2,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 3,B,,,,,MJ COMPRE SCI 3,D,,,,,Yes,Yes,No,No,No,No
Robinson,R'kira,10004612,07/11/2116,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Black,F,No,,48,12,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Robinson,Shadae,10004613,08/28/2118,ID,1691,S A HULL ELEMENTARY SCHOOL,03,Black,F,No,,48,2,0,0,0,Below,Below,Early,Below,Below,Early,,Below,Below,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Robinson,Shaka,10004614,05/07/2112,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,07,Black,M,No,,48,6,2,0,1,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2,F,,,,,No,Yes,No,No,Yes,No
Robinson,Shawn,10004615,12/24/2118,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,02,Black,M,No,,48,11,0,0,0,Below,Below,Below,Below,Early,Early,,,,MATH GRADE 2,A,,,,,,,LANG ARTS GRADE 2,A,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Robinson,Shawnte Lilianna,10004616,03/03/2112,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,KG,Black,F,No,,48,13,0,0,0,Below,Mid,Below,Below,Below,Below,,,,MATH GRADE K,S,,,,,,,LANG ARTS GRADE K,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Robinson,Takia,10004617,05/07/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,F,No,,48,3,1,0,0,Below,Early,Early,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,A,MJ GRADE 8 PRE-ALG,B,,,,,MJ LANG ARTS 3,A,,,,,,,MJ COMPRE SCI 3,B,,,,,Yes,No,No,No,No,No
Robinson,Taylor,10004618,11/18/2114,ID,0691,LAKE SHORE MIDDLE SCHOOL,07,Black,F,No,,48,0,0,0,0,Below,,Early,,,,Meets,Meets,Exceeds,MJ GRADE 7 MATH ADV,B,,,,,,,MJ LANG ARTS 2 ADV,B,,,,,,,MJ COMPRE SCI 2 ADV,B,,,,,No,Yes,No,No,No,No
Robinson,Terron,10004619,01/12/2111,ID,0291,THE BRIDGE,10,Black,M,No,1.68,48,4,1,1,0,,,,,,,Below,Below,Below,ALG 1,C,GEO,C,,,,,ENG 1,B,,,,,,,ENV SCI,B,,,,,No,No,No,Yes,No,No
Robinson,Trevon,10004620,08/16/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,M,No,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,A,,,,,Yes,Yes,No,No,No,No
Robinson,Tyree,10004621,12/02/2114,ID,0691,LAKE SHORE MIDDLE SCHOOL,07,Black,M,No,,48,1,4,2,0,Below,Below,,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,F,,,,,MJ COMPRE SCI 2,A,,,,,No,Yes,No,No,No,No
Robinson,Zahria,10004622,08/28/2118,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,03,Black,F,No,,48,1,0,0,0,Below,Below,Early,Below,Below,Below,Below,Below,Below,MATH GRADE 3,B,,,,,,,LANG ARTS GRADE 3,C,,,,,,,SCIENCE GRADE 3,C,,,,,No,Yes,No,No,No,No
Robinson,Za'lise,10004623,06/15/2112,ID,0701,NORTH SHORE ELEMENTARY,KG,Black,F,No,,48,6,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE K,S,,,,,,,LANG ARTS GRADE K,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Robinson,Za'Nya,10004624,08/06/2112,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,KG,Black,F,No,,48,14,0,0,0,Below,Below,Mid,Below,Early,Mid,,,,MATH GRADE K,S,,,,,,,LANG ARTS GRADE K,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Robinson,Zarek,10004625,12/18/2111,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,01,Black,M,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Early,,,,MATH GRADE 1,S,,,,,,,LANG ARTS GRADE 1,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Robinson,Za'riyah,10004626,12/31/2118,ID,0701,NORTH SHORE ELEMENTARY,02,Black,F,No,,48,3,0,0,0,Below,Below,Below,Below,Early,Below,,,,MATH GRADE 2,A,,,,,,,LANG ARTS GRADE 2,C,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Robinson,Zion,10004627,11/16/2115,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,06,Black,F,No,,48,9,1,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH ADV,C,,,,,,,MJ LANG ARTS 1 ADV,B,,,,,,,MJ COMPRE SCI 1 ADV,A,,,,,Yes,Yes,No,No,No,No
Robinson III,Ernest,10004628,08/16/2111,ID,1661,CARTER G WOODSON ELEM SCHOOL,KG,Black,M,No,,48,1,0,0,0,Below,Below,Below,Below,Early,Mid,,,,MATH GRADE K,E,,,,,,,LANG ARTS GRADE K,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Robinson-Harrison,Trenton,10004629,06/08/2116,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,M,No,,48,6,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ LANG ARTS 1,B,,,,,,,MJ COMPRE SCI 1,C,,,,,Yes,Yes,No,No,No,No
Robinson-Ziegler,Tyrell,10004630,08/23/2113,ID,0291,THE BRIDGE,08,Black,M,No,,48,0,0,0,0,Below,Below,,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 3,B,,,,,,,MJ COMPRE SCI 3,C,,,,,No,No,No,Yes,No,No
Robson,Jayden,10004631,08/16/2115,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,07,White,M,No,,48,1,2,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,D,,,,,MJ COMPRE SCI 2,F,,,,,No,Yes,No,No,No,No
Rock,Elizabeth,10004632,11/25/2113,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,Black,F,No,,48,7,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,C,,,,,No,No,No,No,Yes,No
Rock,Paris,10004633,08/08/2114,ID,0691,LAKE SHORE MIDDLE SCHOOL,08,Black,F,No,,48,1,1,0,0,Below,,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 3,B,,,,,MJ COMPRE SCI 3,C,,,,,No,Yes,No,No,No,No
